FID,thermo_tecto_age,thickness_upper_crust,thickness_middle_crust,upper_mantle_density_anomaly,d_2_ridge,d_2_trench,d_2_trans_ridge,d_2_volcano,d_2_hotspot,heat_prod_provinces,thickness_crust,_lithk_cona,_depth_to_moho_?,d_2_young_rift,OBJECTID_1,lon,lat,_num_in_cell,_num_in_continent,GHF,upper_mantle_vel_structure,_lithology_HM_unmodified,rock_type,age,magnetic_anomaly,depth_to_moho,_depth_to_moho_pasyanos,lithos_asthenos_bdry,_airy_gravity_anomaly,bougeur_gravity_anomaly,topography,_continent
1696,5,16.003,17.0,0.0141,1199.75,2841.31,2720.05,1867.63,23.50531855,1.779999971,46.4399986,240.0,-46.37,1075.88,12696,24.66668701,64.50012207,7,6003,36.1502991,1,9,1,2.504457,46.4922981,-44.0614014,51455.60156,212767.0,-30.5086002,72.8677979,53.1893005,Europe
1697,5,15.996,17.0,0.021400001,1221.24,2852.94,2734.45,1907.67,24.30020576,1.779999971,47.9700012,240.0,-47.85,1123.72,12698,26.66668701,64.50012207,7,6003,32.4676018,1,8,2,2.58326244,-15.6938,-42.8469009,46860.60156,260867.0,-18.3945007,77.8391037,129.0879974,Europe
1698,5,16.003,17.0,0.0057,1179.11,2831.14,2707.1,1827.78,22.72663635,1.779999971,46.7599983,240.0,-46.72,1028.0,12421,23.66668701,63.50012207,1,6003,38.4664993,1,9,1,2.53056002,-44.2555008,-46.5396996,55798.80078,197130.0,-29.2535992,71.8209991,70.0634995,Europe
1699,5,12.002,13.0,0.015699999,1642.41,2876.15,3079.76,2373.25,37.4232548,1.779999971,37.6500015,240.0,-37.56,1791.63,12711,41.66668701,64.50012207,1,6003,32.0,1,6,3,2.83751392,-58.5527992,-36.3714981,44921.10156,226839.0,6.4277201,106.0849991,27.0571995,Europe
1700,5,14.998,16.0,0.0055,1101.54,2805.25,2670.25,1659.24,19.81161276,1.779999971,44.8899994,230.0,-44.73,836.34,12694,19.66668701,64.50012207,4,6003,41.9132996,1,9,1,2.21194124,-78.1857986,-44.4822998,47744.60156,262612.0,-4.34447,82.2419968,242.4810028,Europe
1701,2,13.003,13.0,0.021199999,2064.36,3060.82,3318.09,2523.96,44.74930167,1.110000014,42.0400009,220.0,-41.91,2063.48,12725,55.66668701,64.50012207,2,6003,54.0574989,1,1,3,2.47537875,-209.8480072,-32.0732994,47670.30078,231031.0,-17.6506004,71.7452011,147.8549957,Europe
1702,2,20.004,20.0,0.034600001,2247.15,3213.39,3489.86,2523.72,48.7903679,1.110000014,50.5,220.0,-50.4,2189.64,12732,62.66668701,64.50012207,1,6003,66.3877029,1,3,3,2.17908669,-86.4850006,-34.6339989,51443.30078,196068.0,1.70941,92.6573029,62.7981987,Europe
1703,1,10.002,10.0,-0.082500003,34.33,3692.47,3516.31,41.22,0.707106781,0.400000006,30.0100002,39.7,-29.39,585.04,12681,-19.33331299,64.50012207,2,6003,130.1300049,12,2,1,0.5430454,136.4400024,-24.1348991,28089.0,61544.89844,38.2845001,120.060997,579.7719727,Europe
1704,1,5.697,6.3,-0.080300003,31.91,3768.65,3599.12,52.58,1.58113883,0.400000006,19.6700001,22.99,-19.42,607.83,12679,-21.33331299,64.50012207,2,6003,145.2779999,12,2,1,0.47387001,59.2979012,-16.2115002,30443.59961,63139.30078,29.4587002,141.4369965,242.7940063,Europe
1705,1,5.697,6.3,-0.089000002,6.96,3730.23,3557.45,43.24,0.707106781,0.400000006,21.7000008,39.7,-21.21,595.93,12680,-20.33331299,64.50012207,1,6003,142.4290009,12,2,1,0.46722999,213.5350037,-20.8458996,30267.19922,65134.60156,36.9343987,131.2350006,618.9030151,Europe
1706,5,15.998,17.0,0.0286,1321.22,2745.52,2629.04,1936.54,23.71708245,1.779999971,55.1100006,240.0,-54.97,1135.98,12423,25.66668701,63.50012207,8,6003,35.8083,1,9,1,2.60255623,17.6005993,-44.1175003,49753.30078,237824.0,-13.6775999,81.1119003,168.651001,Europe
1707,3,15.997,15.0,-0.021199999,2059.4,2897.51,3148.15,2419.43,42.10106887,1.779999971,40.2999992,230.0,-40.15,2102.04,12451,53.66668701,63.50012207,1,6003,51.2602005,1,5,3,2.45820618,-61.787899,-43.2547989,47819.5,253358.0,0.914966,87.8759003,149.7449951,Europe
1708,2,13.001,13.0,0.0125,2181.69,2986.44,3252.14,2482.22,44.63742824,1.110000014,44.9500008,220.0,-44.77,2184.95,12455,57.66668701,63.50012207,2,6003,45.4889984,1,3,3,2.44822121,49.5620003,-32.2251015,45124.30078,235189.0,-23.4048996,58.5778999,210.352005,Europe
1709,5,16.001,17.0,0.021500001,1300.64,2733.03,2613.55,1895.72,22.90196498,1.779999971,54.1199989,240.0,-53.98,1086.9,12422,24.66668701,63.50012207,4,6003,37.1660004,1,9,1,2.55455875,-84.9854965,-45.2536011,56460.0,168493.0,-28.2541008,67.7260971,169.8690033,Europe
1710,2,13.996,14.0,-0.018100001,1005.36,2766.09,2600.93,1197.67,13.58307771,1.549999952,34.4300003,210.0,-34.38,245.52,12409,8.666687012,63.50012207,1,6003,48.918499,4,8,2,1.65328002,-41.2428017,-28.3803997,37843.69922,120947.0,31.0564003,134.677002,124.9160004,Europe
1711,2,15.003,16.0,-0.0033,1103.58,2701.25,2550.28,1453.67,15.44344521,1.549999952,41.3800011,230.0,-40.99,543.42,12414,14.66668701,63.50012207,3,6003,62.8302002,2,8,2,1.96131563,79.2024002,-38.4728012,40957.60156,213886.0,-17.3171005,53.0998993,343.4639893,Europe
1712,1,5.7,6.301,-0.050000001,136.43,3584.78,3416.64,56.21,1.58113883,0.400000006,25.8199997,54.17,-25.9,465.72,12408,-18.33331299,63.50012207,4,6003,107.5479965,12,2,1,0.59114999,26.2187996,-22.9297009,25534.40039,57383.39844,31.9435997,175.2669983,30.4307995,Europe
1713,5,15.998,17.0,0.0286,1321.22,2745.52,2629.04,1936.54,23.71708245,1.779999971,55.1100006,240.0,-54.97,1135.98,12424,26.66668701,63.50012207,7,6003,33.7751999,1,8,1,2.65600872,69.4264984,-43.346199,46749.60156,262274.0,2.31127,97.1857986,129.2890015,Europe
1714,5,15.998,17.0,0.030300001,1342.62,2759.54,2646.06,1977.54,24.54587542,1.779999971,55.6100006,240.0,-55.47,1184.99,12425,27.66668701,63.50012207,10,6003,30.6375999,1,8,2,2.71491623,-115.4990005,-42.5353012,46757.0,261911.0,4.65025,99.1641006,112.4800034,Europe
1715,5,14.996,16.0,-0.0002,1564.8,2772.67,2861.83,2273.62,32.4422564,1.779999971,40.9000015,240.0,-40.77,1622.47,12433,35.66668701,63.50012207,1,6003,16.9505997,1,8,2,2.82554007,-121.9729996,-43.5884018,39509.60156,272383.0,-1.54255,92.8401031,119.6009979,Europe
1716,5,14.996,16.0,-0.0002,1564.8,2772.67,2861.83,2273.62,32.4422564,1.779999971,40.9000015,240.0,-40.77,1622.47,12434,36.66668701,63.50012207,1,6003,18.1851997,1,8,2,2.80462241,-71.3144989,-44.1759987,41698.69922,229706.0,16.5394993,108.8539963,229.2409973,Europe
1717,5,14.995,16.01,0.0189,1509.75,2708.14,2606.63,2137.58,26.61766331,1.779999971,50.4799995,240.0,-50.35,1357.29,12175,30.66668701,62.50012207,5,6003,30.1268997,1,8,2,2.88314223,88.8743973,-40.8391991,46577.19922,279050.0,2.45032,96.854599,133.8320007,Europe
1718,5,16.001,17.0,0.021500001,1403.08,2624.98,2507.44,1927.2,22.32711356,1.779999971,54.2799988,240.0,-54.13,1108.93,12170,25.66668701,62.50012207,2,6003,39.6078987,1,9,1,2.70494866,4.8698902,-42.6921997,50015.89844,254888.0,-1.50939,92.8179016,161.029007,Europe
1719,2,13.001,13.0,0.0211,2151.0,2962.31,3224.4,2465.45,43.98295124,1.110000014,42.0,220.0,-41.87,2163.91,12454,56.66668701,63.50012207,4,6003,51.0735016,1,3,3,2.52466178,183.822998,-30.3460007,47520.30078,245256.0,15.7286997,102.7740021,106.3460007,Europe
1720,5,15.995,17.01,0.0027,1345.1,2594.77,2467.52,1803.3,19.91230775,1.779999971,49.0999985,240.0,-48.99,959.24,12167,22.66668701,62.50012207,1,6003,43.7151985,1,9,1,2.62425995,8.4366903,-47.6029015,55514.69922,207854.0,-32.2653999,66.8228989,131.1940002,Europe
1721,2,13.996,14.0,-0.0174,1021.89,2751.41,2588.41,1240.02,13.72953022,1.549999952,36.5999985,210.0,-36.46,295.14,12410,9.666687012,63.50012207,1,6003,46.9370003,4,8,2,1.72886002,70.8237991,-30.3952999,41741.60156,113370.0,1.36347,92.259903,358.5880127,Europe
1722,3,14.997,15.0,0.0083,2209.12,2840.28,3103.48,2354.41,42.57346591,1.779999971,40.5,230.0,-40.31,2244.69,12200,55.66668701,62.50012207,2,6003,54.7509995,1,5,3,2.56580043,-141.2539978,-34.1680984,48512.10156,256069.0,30.8553009,114.9459991,211.5670013,Europe
1723,3,14.997,15.0,0.0136,2120.38,2939.47,3197.8,2449.89,43.34166587,1.779999971,41.4799995,230.0,-41.33,2143.07,12453,55.66668701,63.50012207,4,6003,54.574501,1,3,3,2.53797126,-185.3589935,-34.0415001,48605.30078,242111.0,-1.46303,85.7254028,141.7879944,Europe
1724,3,14.997,15.0,-0.007,2089.84,2917.95,3172.38,2435.58,42.71416627,1.779999971,40.7900009,230.0,-40.65,2122.44,12452,54.66668701,63.50012207,1,6003,55.2150993,1,5,3,2.4881494,-155.9440002,-40.4609985,49654.80078,243674.0,2.16273,90.0171967,130.2189941,Europe
1725,2,15.003,16.0,-0.0033,1103.58,2701.25,2550.28,1453.67,15.44344521,1.549999952,41.3800011,220.0,-40.99,543.42,12162,14.66668701,62.50012207,3,6003,62.9413986,2,9,1,2.0018568,213.3970032,-39.2923012,41544.39844,241541.0,30.6592007,96.1407013,520.0969849,Europe
1726,5,16.002,17.0,0.0254,1486.95,2688.37,2583.7,2095.37,25.73907535,1.779999971,55.9300003,240.0,-55.84,1307.75,12174,29.66668701,62.50012207,32,6003,30.4951992,1,8,2,2.87091994,-16.8418999,-38.8540993,47840.10156,285966.0,1.35519,98.1828995,66.5550003,Europe
1727,5,15.004,16.0,-0.0039,1632.95,2669.6,2742.27,2207.52,31.12073264,1.779999971,39.4599991,250.0,-39.39,1603.78,12180,35.66668701,62.50012207,2,6003,20.6394997,1,9,1,2.89648509,200.423996,-45.1501007,41149.0,266308.0,-13.6842003,83.7465973,31.7614994,Europe
1728,5,16.002,17.0,0.0266,1464.85,2670.13,2562.28,2053.12,24.86966023,1.779999971,57.5600014,240.0,-57.45,1258.14,12173,28.66668701,62.50012207,18,6003,31.1278992,1,8,2,2.83446002,-37.0149002,-38.9774017,48732.69922,270546.0,23.1977997,119.9229965,94.6654968,Europe
1729,5,15.998,17.0,0.025800001,1443.47,2653.46,2542.4,2010.97,24.01041441,1.779999971,57.2099991,240.0,-57.1,1208.47,12172,27.66668701,62.50012207,6,6003,33.2844009,1,8,2,2.79513383,-37.1463013,-40.3510017,47956.10156,275771.0,-2.4156401,94.0807037,108.0940018,Europe
1730,3,13.001,13.0,0.0111,2239.59,2864.68,3131.77,2376.58,43.22614949,1.779999971,40.6500015,230.0,-40.51,2265.32,12201,56.66668701,62.50012207,3,6003,51.2296982,1,5,3,2.54194188,-21.9955006,-31.5897999,46485.30078,257938.0,3.71016,88.9480972,140.5579987,Europe
1731,5,13.999,14.0,-0.0032,1755.52,2551.84,2686.29,2153.01,31.6622804,1.779999971,40.0,250.0,-39.92,1687.07,11937,35.66668701,61.50012207,1,6003,23.2752991,1,11,3,2.95822239,-154.973999,-45.5610008,42963.89844,259185.0,-0.334324,97.6606979,46.584301,Europe
1732,5,15.998,17.0,0.025,1422.87,2638.4,2524.1,1968.98,23.16246964,1.779999971,56.0600014,240.0,-55.94,1158.73,12171,26.66668701,62.50012207,3,6003,36.8249016,1,9,1,2.75294113,17.3796997,-41.7141991,48512.10156,273231.0,-2.8494301,92.8897018,125.3170013,Europe
1733,5,15.001,16.0,0.0066,1669.19,2461.82,2360.02,2081.74,23.92697223,1.779999971,41.8499985,250.0,-41.84,1333.07,11930,28.66668701,61.50012207,1,6003,36.0979996,1,9,1,2.94401193,-39.8693008,-39.4277992,50873.39844,278275.0,-2.38866,96.5474014,79.1004028,Europe
1734,2,13.999,14.0,-0.0129,1249.25,2523.23,2359.93,1365.68,12.02081528,1.549999952,37.4199982,220.0,-36.61,407.51,11915,9.666687012,61.50012207,2,6003,42.6422997,4,5,3,1.75838435,53.4132996,-38.3986015,45494.0,158918.0,3.4742301,29.2077999,1061.02002,Europe
1735,5,13.999,14.0,-0.0032,1755.52,2551.84,2686.29,2153.01,31.6622804,1.779999971,40.0,250.0,-39.92,1687.07,11938,36.66668701,61.50012207,1,6003,26.3586006,1,5,3,2.92440605,-6.9542699,-46.6169014,42169.39844,249577.0,-16.3073006,78.7182007,44.4426994,Europe
1736,5,14.996,16.0,-0.0014,1659.19,2662.22,2773.27,2215.36,32.03903869,1.779999971,38.6699982,250.0,-38.52,1652.81,12181,36.66668701,62.50012207,1,6003,24.0314999,1,9,1,2.8742125,164.6080017,-46.0918007,41518.30078,241257.0,17.3178005,110.1910019,150.5610046,Europe
1737,2,13.996,14.0,-0.022299999,1127.05,2644.73,2480.37,1292.02,12.74754878,1.549999952,37.6899986,220.0,-36.65,311.78,12157,9.666687012,62.50012207,1,6003,43.5990982,4,8,2,1.72886002,-12.1358995,-35.9353981,44748.5,129836.0,37.3373985,62.0488014,968.4860229,Europe
1738,2,15.004,14.0,0.0055,2360.48,2795.47,3071.56,2303.07,43.15669125,1.110000014,42.9000015,220.0,-42.68,2388.23,11958,56.66668701,61.50012207,1,6003,47.3981018,1,5,3,2.60987711,-45.1301003,-37.2500992,49490.80078,248188.0,-5.3758602,76.9740982,150.1889954,Europe
1739,4,13.997,14.0,-0.0078,1282.24,2498.18,2340.22,1439.78,12.74754878,1.779999971,38.9000015,220.0,-38.26,499.88,11918,12.66668701,61.50012207,3,6003,55.3753014,2,5,3,1.95604062,161.1860046,-43.9628983,43405.69922,225132.0,-3.1370399,50.0679016,727.2600098,Europe
1740,3,15.997,15.0,-0.0133,2148.41,2795.7,3050.64,2314.95,41.30980513,1.779999971,41.2200012,230.0,-41.03,2204.09,12197,52.66668701,62.50012207,1,6003,51.1666985,1,5,3,2.56891966,226.7969971,-41.7915993,49386.30078,266846.0,-14.3853998,72.8424988,138.8040009,Europe
1741,5,15.001,16.0,0.016000001,1587.81,2585.25,2483.73,2116.64,25.26855754,1.779999971,46.1599998,250.0,-46.09,1341.4,11931,29.66668701,61.50012207,3,6003,36.5549011,1,8,2,2.97009063,137.798996,-37.141201,50043.0,285813.0,10.4461002,110.4240036,63.7755013,Europe
1742,2,13.998,14.0,-0.029100001,1217.4,2555.35,2387.14,1294.43,11.5974135,1.549999952,39.5900002,210.0,-38.31,321.53,11914,8.666687012,61.50012207,1,6003,41.450901,4,5,3,1.68237817,444.54599,-37.5149002,43635.30078,103749.0,67.9692993,79.6084976,1433.859985,Europe
1743,5,15.002,16.0,0.0107,1632.7,2609.44,2534.44,2133.29,27.06473721,1.779999971,43.1100006,250.0,-43.07,1441.24,11933,31.66668701,61.50012207,8,6003,34.8904991,1,11,1,3.03470922,126.9089966,-38.8386002,48273.69922,269437.0,7.8102798,109.6009979,7.0436301,Europe
1744,5,16.003,17.0,0.0088,1432.29,2477.55,2348.15,1795.49,18.50675552,1.779999971,49.1800003,240.0,-49.17,941.34,11923,21.66668701,61.50012207,6,6003,43.9718018,1,9,1,2.67110991,-151.4920044,-44.7080994,54229.60156,187491.0,-41.5718002,65.824501,-1.2643,Europe
1745,5,15.998,17.0,0.0051,1449.54,2484.7,2358.76,1836.83,19.30025907,1.779999971,50.2900009,240.0,-50.21,991.28,11924,22.66668701,61.50012207,14,6003,45.0778008,1,9,1,2.67110991,-201.5299988,-46.4201012,53463.19922,229904.0,-13.9082003,88.1628036,70.5896988,Europe
1746,5,15.998,15.0,0.0098,2149.0,2633.86,2880.02,2161.01,38.7104637,1.779999971,39.7599983,230.0,-39.63,2248.61,11952,50.66668701,61.50012207,1,6003,45.3889008,1,5,3,2.58708715,-98.8904037,-35.9833984,48796.89844,269000.0,25.5272999,112.8779984,126.9229965,Europe
1747,1,10.004,11.0,-0.043299999,969.37,4612.48,4846.3,1321.33,28.609439,1.00999999,33.0200005,100.0,-32.64,582.21,11905,-48.33331299,61.50012207,2,6003,40.7916985,6,8,2,1.37118006,34.4001999,-43.4849014,32514.69922,151115.0,-16.8064995,93.5221024,106.0400009,Europe
1748,5,15.004,16.0,0.0111,1525.85,2531.63,2419.71,2005.16,22.63846285,1.779999971,47.8100014,240.0,-47.7,1191.37,11928,26.66668701,61.50012207,2,6003,41.6122017,1,9,1,2.82956147,-55.6991997,-43.6446991,52822.30078,262160.0,-25.3486996,72.344101,116.4199982,Europe
1749,5,13.0,12.0,-0.0307,774.5,4754.08,4687.74,1227.95,25.73907535,0.959999979,36.0,100.0,-35.88,689.74,11907,-46.33331299,61.50012207,4,6003,33.9583015,6,16,1,1.37118006,113.1279984,-33.9687004,29052.59961,122690.0,-43.1492996,8.01262,1280.469971,Europe
1750,5,12.005,12.99,0.0065,1862.66,2538.56,2735.13,2124.89,33.88952641,1.779999971,40.0099983,250.0,-39.84,1835.99,11941,39.66668701,61.50012207,1,6003,43.8333015,1,6,3,2.79235029,89.8572006,-44.6938019,42069.39844,249507.0,-10.1344995,79.3163986,162.371994,Europe
1751,4,14.995,16.0,0.0025,1314.86,2480.42,2328.24,1516.09,13.72953022,1.779999971,41.1699982,230.0,-40.72,595.62,11920,14.66668701,61.50012207,9,6003,57.3437996,2,9,1,2.0609293,252.2969971,-42.5455017,44067.0,246477.0,6.8009,76.0687027,515.0830078,Europe
1752,4,14.003,14.0,-0.041700002,1308.13,2470.71,2298.46,1279.36,10.51189802,1.779999971,36.2299995,210.0,-34.98,356.8,11677,7.666687012,60.50012207,1,6003,45.6619987,4,8,1,1.68726313,207.5679932,-39.3670006,41204.30078,95844.39844,2.4184699,22.5898991,1457.550049,Europe
1753,5,15.004,16.0,0.020099999,1779.83,2472.98,2499.6,2079.13,28.50438563,1.779999971,43.1300011,250.0,-43.07,1499.01,11697,33.66668701,60.50012207,3,6003,32.3207016,1,5,3,3.08937407,249.6349945,-40.0432014,46250.19922,259082.0,-8.27631,90.089798,45.9096985,Europe
1754,5,15.003,16.0,0.0088,1704.73,2569.53,2621.51,2144.85,29.80771712,1.779999971,42.9399986,250.0,-41.47,1590.59,11698,34.66668701,60.50012207,3,6003,31.8183002,1,5,3,3.0744524,-249.2149963,-42.5183983,45251.0,268401.0,24.6170006,116.3649979,141.1569977,Europe
1755,5,15.002,16.0,0.0137,1711.44,2505.52,2411.06,2079.95,25.73907535,1.779999971,44.5999985,250.0,-44.57,1410.93,11694,30.66668701,60.50012207,8,6003,45.7462006,1,11,3,3.05558801,13.0262003,-41.8291016,52880.80078,274184.0,-3.9338601,98.142601,52.7436981,Europe
1756,5,12.002,13.0,0.014,2041.65,2437.58,2652.35,2002.6,34.21257079,1.779999971,39.9399986,240.0,-39.8,1897.09,11707,43.66668701,60.50012207,1,6003,43.1268997,1,1,3,2.63555622,95.1681976,-34.2932014,45706.10156,216707.0,-5.3519402,82.4720993,148.0249939,Europe
1757,5,15.004,16.0,0.004,1629.9,2425.23,2315.92,2038.13,22.14723459,1.779999971,40.0600014,240.0,-40.05,1233.14,11692,26.66668701,60.50012207,2,6003,46.4556999,1,9,1,3.06520462,-33.3526993,-50.6445007,54637.5,217299.0,-42.1036987,62.9421005,-0.214161,Europe
1758,5,16.002,17.0,0.0111,1470.14,2356.54,2213.74,1666.08,14.8492424,1.779999971,48.9900017,230.0,-48.97,790.27,11687,17.66668701,60.50012207,4,6003,49.3506012,1,9,1,2.35278702,-13.1046,-44.3813019,51378.5,195365.0,-25.059,80.2817993,24.0744991,Europe
1759,5,15.0,16.0,0.0109,1590.84,2396.1,2279.2,1959.22,20.40833163,1.779999971,45.1500015,240.0,-45.07,1133.48,11690,24.66668701,60.50012207,1,6003,48.5172005,1,8,1,2.69945502,64.2319031,-43.7960014,52140.10156,213979.0,3.9493101,105.7490005,104.8779984,Europe
1760,5,15.004,16.0,0.020099999,1779.83,2472.98,2499.6,2079.13,28.50438563,1.779999971,43.1300011,250.0,-43.07,1499.01,11696,32.66668701,60.50012207,5,6003,37.1683998,1,11,3,3.04770374,1270.969971,-40.4047012,49717.0,265611.0,-2.29181,100.0810013,-0.350157,Europe
1761,5,15.998,15.0,0.011,2271.63,2549.26,2804.32,2069.82,38.50324662,1.779999971,40.3300018,230.0,-40.15,2284.06,11715,51.66668701,60.50012207,1,6003,49.0369987,1,1,3,2.57073879,177.6089935,-35.8586006,48897.19922,264714.0,13.1014004,96.5987015,163.7749939,Europe
1762,5,15.0,16.0,0.0109,1590.84,2396.1,2279.2,1959.22,20.40833163,1.779999971,45.1500015,240.0,-45.07,1133.48,11689,23.66668701,60.50012207,6,6003,47.8055992,1,9,1,2.67110991,116.4649963,-43.6525002,51411.69922,243745.0,-9.4333696,92.9316025,81.5950012,Europe
1763,5,15.0,16.0,0.0085,1610.1,2409.72,2296.61,2001.08,21.27204739,1.779999971,41.7400017,240.0,-41.7,1183.26,11691,25.66668701,60.50012207,2,6003,48.7971001,1,8,1,2.756145,178.3130035,-47.2080994,52588.89844,176295.0,-22.4428997,81.1733017,36.1285019,Europe
1764,4,13.999,14.0,-0.0046,1371.71,2401.77,2239.83,1430.25,11.42365966,1.779999971,34.6899986,220.0,-34.4,517.04,11680,10.66668701,60.50012207,6,6003,52.6450996,2,8,2,1.89964938,189.6640015,-39.596199,44625.89844,146477.0,35.0959015,103.4179993,336.1149902,Europe
1765,5,11.995,13.0,0.020199999,2183.56,2494.08,2734.76,2028.07,36.74914965,1.779999971,39.3199997,240.0,-39.16,2136.22,11490,48.66668701,59.50012207,1,6003,29.6110992,1,5,3,2.51593399,-139.0339966,-38.1293983,46749.10156,243739.0,10.8069,94.3350983,202.1929932,Europe
1766,5,16.004,15.0,0.029300001,1880.78,2365.17,2409.68,1990.13,28.15137652,1.779999971,43.0600014,250.0,-42.96,1410.86,11475,33.66668701,59.50012207,1,6003,35.1374016,1,5,3,3.0370481,-417.1140137,-36.9775009,48770.39844,281051.0,20.6639996,114.8259964,77.3136978,Europe
1767,5,19.003,12.0,0.016899999,2515.39,2575.4,2861.19,2083.05,41.0182886,1.779999971,41.0200005,230.0,-40.87,2500.35,11498,56.66668701,59.50012207,2,6003,37.0443993,1,5,3,2.69419098,42.5629997,-30.7514992,50202.19922,210630.0,5.82552,87.5646973,122.9150009,Europe
1768,5,15.001,16.0,0.0124,1689.96,2482.81,2384.7,2080.37,24.82941804,1.779999971,43.7599983,250.0,-43.73,1383.09,11693,29.66668701,60.50012207,3,6003,45.8027,1,1,3,3.07020187,60.0979996,-43.7261009,52700.19922,271063.0,-11.8151999,90.4841003,31.8528996,Europe
1769,5,14.999,16.0,0.0044,1527.93,2259.93,2106.31,1578.15,12.10371844,1.779999971,44.0900002,230.0,-43.91,716.33,11464,13.66668701,59.50012207,1,6003,52.8527985,2,8,1,2.13947201,-77.0923996,-47.7593002,50463.5,225887.0,-17.8314991,80.129097,59.3530998,Europe
1770,5,15.003,14.0,0.037099998,2137.85,2327.07,2543.86,1891.35,33.32416541,1.779999971,39.2599983,240.0,-39.99,1838.26,11485,43.66668701,59.50012207,1,6003,45.2522011,1,1,3,2.58328962,-177.0650024,-30.8803005,46312.10156,200041.0,11.9331999,97.2707977,188.1269989,Europe
1771,5,14.999,16.0,0.0056,1543.84,2252.85,2102.73,1615.9,12.74754878,1.779999971,45.2799988,230.0,-45.18,759.81,11466,15.66668701,59.50012207,6,6003,54.9301987,1,9,1,2.28434443,98.3319016,-45.8521004,53806.30078,176181.0,-25.6730995,74.7699966,36.2206001,Europe
1772,5,15.002,15.0,0.035799999,2193.88,2345.18,2573.54,1895.06,34.30014577,1.779999971,39.7200012,240.0,-39.54,1936.91,11487,45.66668701,59.50012207,1,6003,45.2546005,1,5,3,2.58302879,121.1539993,-34.8944016,46862.5,228207.0,-17.7276993,66.4757996,198.7480011,Europe
1773,5,14.995,16.0,0.0041,1437.21,2363.57,2213.95,1585.19,13.50925609,1.779999971,42.6699982,230.0,-42.45,695.59,11685,15.66668701,60.50012207,5,6003,53.8286018,1,7,1,2.2250843,-26.8367996,-44.6049995,49834.80078,210946.0,0.874869,91.0540009,170.2050018,Europe
1774,5,15.501,16.0,0.011,1814.08,2405.46,2315.01,2023.6,25.34758371,1.779999971,44.6599998,250.0,-44.6,1314.02,11472,30.66668701,59.50012207,22,6003,53.4676018,1,5,3,3.04227185,-169.3209991,-42.2611008,53911.89844,260835.0,-10.4939003,88.5494995,82.1873016,Europe
1775,5,14.995,16.0,0.0041,1437.21,2363.57,2213.95,1585.19,13.50925609,1.779999971,42.6699982,230.0,-42.45,695.59,11684,14.66668701,60.50012207,1,6003,55.2668991,2,7,1,2.13853312,343.8729858,-48.6090012,48413.5,232480.0,-3.3649299,79.3333969,284.1539917,Europe
1776,5,15.497,16.0,0.0166,1772.98,2358.6,2260.26,2034.04,23.50531855,1.779999971,42.8199997,250.0,-42.79,1261.69,11470,28.66668701,59.50012207,2,6003,51.7597008,1,5,3,3.1097374,143.5630035,-44.9686012,51349.0,246787.0,-15.1176004,86.6672974,24.3523998,Europe
1777,5,15.497,16.0,0.0099,1714.46,2302.58,2192.04,1971.25,20.79663434,1.779999971,42.0999985,250.0,-42.09,1187.51,11468,25.66668701,59.50012207,2,6003,47.3771019,1,1,3,2.97043991,-219.7180023,-48.9394989,50095.89844,123680.0,-33.8605995,69.9182968,41.3028984,Europe
1778,2,19.997,20.0,0.0287,2576.12,2632.45,2932.8,2143.86,42.43229902,1.110000014,47.1500015,230.0,-46.67,2562.31,11500,58.66668701,59.50012207,2,6003,32.770401,1,5,3,2.46772838,-160.5099945,-41.3530998,52889.80078,101830.0,4.2179098,65.8554001,516.4500122,Europe
1779,5,14.999,16.0,0.0056,1543.84,2252.85,2102.73,1615.9,12.74754878,1.779999971,45.2799988,230.0,-45.18,759.81,11465,14.66668701,59.50012207,6,6003,54.0567017,2,9,1,2.19763303,-172.8159943,-47.6393013,51603.80078,208494.0,-29.7180996,66.0855026,193.4790039,Europe
1780,5,15.003,14.0,0.034200002,2110.2,2321.21,2531.93,1893.22,32.87095983,1.779999971,38.6500015,250.0,-38.49,1790.02,11484,42.66668701,59.50012207,2,6003,45.7907982,1,1,3,2.58700752,234.5630035,-31.1301003,47202.30078,172352.0,39.4735985,126.1090012,162.5319977,Europe
1781,5,14.999,14.0,0.023600001,2056.02,2315.94,2514.04,1904.38,32.03903869,1.779999971,39.1399994,250.0,-38.99,1696.47,11481,39.66668701,59.50012207,1,6003,48.8158989,1,1,3,2.46392751,-89.2875977,-39.4136009,43651.30078,225016.0,2.6224501,91.0472031,137.727005,Europe
1782,5,15.502,16.0,0.0137,1733.93,2319.28,2212.84,1993.38,21.69101196,1.779999971,41.5200005,250.0,-41.49,1220.72,11469,26.66668701,59.50012207,2,6003,48.134201,1,1,3,3.11479998,-312.6130066,-50.8739014,51028.19922,185441.0,-22.0993996,80.6856003,63.8167992,Europe
1783,5,15.497,16.0,0.013,1793.17,2381.12,2286.75,2031.61,24.42334948,1.779999971,44.6800003,250.0,-44.58,1286.52,11471,29.66668701,59.50012207,21,6003,53.8880005,1,5,3,3.07555246,-179.75,-42.5950012,53398.80078,252508.0,1.36204,99.1856995,138.8670044,Europe
