FID,thermo_tecto_age,thickness_upper_crust,thickness_middle_crust,upper_mantle_density_anomaly,d_2_ridge,d_2_trench,d_2_trans_ridge,d_2_volcano,d_2_hotspot,heat_prod_provinces,thickness_crust,_lithk_cona,_depth_to_moho_?,d_2_young_rift,OBJECTID_1,lon,lat,_num_in_cell,_num_in_continent,GHF,upper_mantle_vel_structure,_lithology_HM_unmodified,rock_type,age,magnetic_anomaly,depth_to_moho,_depth_to_moho_pasyanos,lithos_asthenos_bdry,_airy_gravity_anomaly,bougeur_gravity_anomaly,topography,_continent
1784,5,15.497,16.0,0.020199999,1819.62,2195.85,2088.13,1923.79,20.35927307,1.779999971,45.5299988,250.0,-45.46,1097.5,11274,25.66668701,58.50012207,1,6003,44.2817993,1,1,3,2.97043991,115.9430008,-43.9105988,51927.30078,135725.0,15.4068003,116.8519974,61.4399986,Europe
1785,1,9.995,11.01,-0.0195,1584.71,2186.63,2021.88,1471.08,9.617692031,1.940000057,35.1899986,220.0,-35.14,671.73,11265,11.66668701,58.50012207,16,6003,54.1721001,2,8,2,2.0315876,172.0379944,-37.1650009,44452.89844,125951.0,-22.7798996,84.6067963,65.6594009,Europe
1786,5,14.998,15.0,0.0243,2029.31,2231.15,2393.88,1870.14,29.47032406,1.779999971,41.75,250.0,-41.59,1405.17,11284,35.66668701,58.50012207,1,6003,41.2994003,1,5,3,2.86518693,-48.4043007,-37.1226997,44368.19922,277821.0,17.3523006,105.4309998,175.1199951,Europe
1787,4,9.995,11.01,-0.0133,1461.96,2309.58,2143.35,1422.42,10.12422837,1.779999971,32.8499985,220.0,-32.75,557.42,11462,11.66668701,59.50012207,3,6003,55.1889992,2,8,2,2.0315876,-24.0312004,-37.1654015,44744.19922,146638.0,18.5963001,113.8560028,142.451004,Europe
1788,5,14.999,14.0,0.031099999,2154.76,2204.62,2403.6,1794.32,31.12073264,1.779999971,37.2799988,250.0,-37.13,1633.46,11289,40.66668701,58.50012207,6,6003,50.7577019,1,5,3,2.44910288,54.7056999,-31.5646,46143.30078,242582.0,9.8183899,97.9100037,159.026001,Europe
1789,5,15.497,16.0,0.0114,1695.8,2287.93,2173.26,1933.97,19.91230775,1.779999971,42.1300011,250.0,-42.14,1151.94,11273,24.66668701,58.50012207,4,6003,43.5372009,1,1,3,2.97043991,-113.3700027,-42.7953987,50512.39844,90925.20313,10.2986002,115.0459976,8.0163097,Europe
1790,5,17.501,17.0,0.011,2646.31,1401.87,1342.98,1400.74,19.5064092,1.779999971,46.6699982,230.0,-46.45,373.38,9635,26.66668701,50.50012207,1,6003,36.2761002,1,5,3,2.16274381,275.0740051,-42.5334015,49443.80078,265189.0,23.8195992,104.2060013,209.9929962,Europe
1791,2,15.004,14.0,0.0079,2564.53,1449.71,1544.91,1236.79,20.98809186,1.779999971,42.7000008,240.0,-42.57,741.31,9641,32.66668701,50.50012207,23,6003,42.4216995,1,3,3,2.83519673,-65.7904968,-34.225399,45122.0,281081.0,-9.8443003,79.5295029,134.2200012,Europe
1792,5,15.996,17.0,0.026799999,2544.43,1336.69,1260.48,1304.88,17.5071414,1.779999971,46.9500008,230.0,-46.74,276.07,9633,24.66668701,50.50012207,18,6003,47.9958,1,6,3,2.13540196,94.6267014,-34.6879005,47543.30078,223113.0,-13.2442999,67.6111984,222.0160065,Europe
1793,1,10.002,10.0,-0.0099,1832.57,1349.55,1167.22,764.81,4.527692569,1.940000057,30.0499992,190.0,-29.6,74.59,9620,11.66668701,50.50012207,21,6003,68.7069016,6,5,3,1.37994194,-41.5828018,-36.4062004,34452.0,53578.5,35.6433983,100.2750015,511.2539978,Europe
1794,5,15.001,16.0,0.0097,2582.15,1321.5,1504.48,976.39,23.03258561,1.779999971,43.8699989,240.0,-43.7,1090.35,9647,38.66668701,50.50012207,1,6003,45.9249992,2,5,3,3.02288556,230.4140015,-49.8525009,48796.60156,271212.0,-14.316,70.3436966,160.2929993,Europe
1795,2,14.998,16.0,0.0039,2565.12,1347.34,1501.25,1048.31,22.19234102,1.779999971,43.3499985,240.0,-43.17,1016.03,9645,36.66668701,50.50012207,21,6003,44.9006004,1,5,3,3.06685638,-96.7603989,-49.1262016,48303.60156,297545.0,-29.0659008,55.3303986,186.8040009,Europe
1796,5,15.002,15.0,0.0109,2671.62,1338.21,1584.27,890.75,25.70019455,1.779999971,42.2200012,240.0,-42.09,1217.1,9652,43.66668701,50.50012207,1,6003,54.3496017,1,5,3,2.87591052,-182.677002,-41.2226982,51443.60156,145872.0,8.6355896,95.0934982,142.6860046,Europe
1797,1,9.998,10.0,-0.0284,1714.57,1457.13,1264.28,712.48,1.58113883,1.940000057,29.3799992,100.0,-29.09,28.72,9616,7.666687012,50.50012207,7,6003,73.8403015,6,8,3,1.27225816,-7.4119701,-33.5405998,39915.10156,84583.60156,25.1187,108.3529968,221.326004,Europe
1798,1,9.996,10.0,0.0014,1923.67,1296.58,1124.74,822.42,6.519202405,1.940000057,30.7099991,200.0,-30.25,10.86,9622,13.66668701,50.50012207,45,6003,66.3723984,6,1,3,1.33536243,38.4300003,-39.4443016,36565.0,52473.0,14.7140999,80.520401,349.3599854,Europe
1799,1,16.003,16.0,0.036400001,2482.0,1309.9,1224.48,1249.1,16.50757402,1.940000057,49.9799995,230.0,-49.74,227.65,9631,22.66668701,50.50012207,1,6003,59.837101,2,1,3,1.90535545,175.5559998,-33.3867989,47089.39844,210982.0,22.5727005,104.0559998,186.4160004,Europe
1800,1,16.003,16.0,0.036400001,2482.0,1309.9,1224.48,1249.1,16.50757402,1.940000057,49.9799995,230.0,-49.74,227.65,9632,23.66668701,50.50012207,23,6003,55.925499,1,1,3,2.06069255,210.7819977,-33.174099,48614.80078,217515.0,-26.5578003,52.8837013,263.7869873,Europe
1801,5,15.499,16.0,-0.0069,2593.33,1524.61,1488.36,1361.88,20.55480479,1.779999971,41.0699997,230.0,-40.9,545.18,9637,28.66668701,50.50012207,4,6003,36.1847992,1,9,1,2.32796621,-46.2355003,-45.1104012,50388.39844,260223.0,25.6853008,107.6559982,220.7160034,Europe
1802,5,15.499,16.0,-0.0069,2593.33,1524.61,1488.36,1361.88,20.55480479,1.779999971,41.0699997,240.0,-40.9,545.18,9638,29.66668701,50.50012207,14,6003,37.6058006,1,5,3,2.44109869,-308.8080139,-44.0703011,48105.30078,252128.0,12.7559996,97.9581985,169.3000031,Europe
1803,1,10.996,11.0,0.0003,2129.66,1244.11,1102.07,966.3,10.51189802,1.940000057,34.1800003,210.0,-33.89,188.51,9626,17.66668701,50.50012207,3,6003,57.7318993,3,1,3,1.42893803,-66.9019012,-39.4730988,36869.39844,101066.0,8.7013102,83.9107971,249.2400055,Europe
1804,1,9.998,10.0,-0.0284,1714.57,1457.13,1264.28,712.48,1.58113883,1.940000057,29.3799992,100.0,-29.09,28.72,9617,8.666687012,50.50012207,5,6003,72.9191971,6,8,3,1.28241503,-11.9628,-32.2635002,37252.0,84229.10156,26.1068001,108.0530014,321.6619873,Europe
1805,5,15.996,17.0,0.015900001,2607.68,1367.43,1300.09,1355.03,18.50675552,1.779999971,43.9399986,230.0,-43.72,328.43,9634,25.66668701,50.50012207,4,6003,40.7910004,1,6,3,2.12948418,110.262001,-39.6534996,47832.69922,255751.0,13.9861002,94.3610001,201.197998,Europe
1806,2,12.005,11.99,0.0154,2559.22,1390.6,1514.88,1136.27,21.50581317,1.779999971,41.25,240.0,-41.1,877.55,9643,34.66668701,50.50012207,22,6003,42.8862,1,5,3,2.95967269,-19.8582993,-39.3026009,47473.10156,288799.0,-24.6660995,62.4205017,162.2879944,Europe
1807,5,14.998,16.0,0.0085,2572.25,1332.16,1500.75,1010.11,22.59424706,1.779999971,43.5099983,240.0,-43.33,1079.13,9646,37.66668701,50.50012207,5,6003,45.2509995,2,5,3,3.07048726,3728.73999,-49.589901,47133.60156,297189.0,-18.3927002,65.7835007,197.4530029,Europe
1808,2,15.004,14.0,0.0079,2564.53,1449.71,1544.91,1236.79,20.98809186,1.779999971,42.7000008,240.0,-42.57,741.31,9640,31.66668701,50.50012207,13,6003,41.2529984,1,5,3,2.72847557,-260.8770142,-35.1483994,49060.89844,267811.0,25.7887993,115.9329987,119.8529968,Europe
1809,1,16.004,16.0,0.0124,2300.53,1255.64,1141.45,1094.83,13.50925609,1.940000057,35.4700012,220.0,-35.23,184.25,9629,20.66668701,50.50012207,2,6003,60.6357002,3,1,3,1.64771175,-61.6962013,-34.8202019,43485.10156,149450.0,12.6487999,91.2584,235.5399933,Europe
1810,2,15.004,14.0,0.018200001,2560.47,1418.29,1527.89,1185.16,21.22498528,1.779999971,41.3100014,240.0,-41.17,809.07,9642,33.66668701,50.50012207,13,6003,42.6207008,1,5,3,2.89476562,175.3880005,-35.3755989,44928.10156,287730.0,18.6812,107.0059967,132.6600037,Europe
1811,1,9.999,10.0,-0.0163,1650.48,1541.3,1347.43,690.46,0.707106781,1.940000057,31.0799999,100.0,-30.72,13.56,9615,6.666687012,50.50012207,5,6003,74.5576019,4,3,3,1.29758441,-19.0105,-35.2951012,37662.0,93429.39844,23.7161999,102.8690033,495.7430115,Europe
1812,1,11.995,13.0,-0.003,2185.26,1243.04,1109.95,1005.75,11.51086443,1.940000057,34.5400009,220.0,-34.3,191.76,9627,18.66668701,50.50012207,4,6003,59.8597984,3,1,3,1.47730303,4.3101802,-37.3721008,38309.69922,92448.29688,37.3880997,116.3820038,223.0859985,Europe
1813,1,9.998,10.0,-0.0208,1751.18,1417.87,1227.9,725.2,2.549509757,1.940000057,27.7299995,100.0,-27.37,38.15,9618,9.666687012,50.50012207,8,6003,70.7522964,6,3,3,1.32805502,-35.9000015,-31.8855,33613.39844,77375.79688,32.8050003,108.5429993,328.2430115,Europe
1814,1,10.002,10.0,-0.0122,1790.57,1381.93,1195.44,742.7,3.535533906,1.940000057,30.1800003,100.0,-29.78,92.34,9619,10.66668701,50.50012207,19,6003,69.8266983,6,3,3,1.36218357,23.8339005,-33.5083008,30810.0,53719.0,14.6014004,85.1315994,377.4460144,Europe
1815,1,10.004,10.0,0.0088,2023.1,1260.93,1102.61,896.59,8.514693183,1.940000057,32.6399994,210.0,-32.23,69.29,9624,15.66668701,50.50012207,14,6003,61.1348991,6,1,3,1.37508059,-59.830101,-40.4006996,40073.80078,88222.79688,27.8950005,97.7167969,358.5350037,Europe
1816,1,10.996,11.0,0.0057,2075.56,1250.1,1099.61,930.71,9.513148795,1.940000057,33.3899994,210.0,-32.96,138.69,9625,16.66668701,50.50012207,2,6003,58.7186012,6,1,3,1.4058193,-25.8372002,-40.7994003,39200.39844,107934.0,24.9069004,90.6755981,557.0139771,Europe
1817,1,10.004,10.0,0.0078,1972.42,1276.48,1111.03,857.55,7.516648189,1.940000057,31.8500004,210.0,-31.55,10.56,9623,14.66668701,50.50012207,20,6003,64.6922989,6,1,3,1.33672202,-23.3542995,-40.1029015,37790.5,69127.0,30.3759995,104.9459991,234.1950073,Europe
1818,1,9.497,10.0,-0.0133,1552.46,1957.07,1900.88,1026.8,10.51189802,1.940000057,29.9699993,130.0,-29.91,177.82,9609,-4.333312988,50.50012207,26,6003,77.9352036,4,3,3,1.74662995,69.8302994,-30.8659,36095.0,190805.0,0.718503,123.4219971,96.5935974,Europe
1819,1,9.996,10.0,-0.0066,1876.99,1321.02,1143.55,791.44,5.522680509,1.940000057,30.1299992,200.0,-29.63,20.43,9621,12.66668701,50.50012207,35,6003,68.0575027,6,8,3,1.3710016,-17.8008003,-38.2154999,36278.10156,54914.30078,9.3570805,69.4577026,598.3200073,Europe
1820,1,16.999,17.0,0.0162,2365.91,1181.15,1092.58,1135.73,15.50806242,1.940000057,37.3699989,220.0,-36.9,95.89,9420,22.66668701,49.50012207,18,6003,67.4826965,2,1,3,1.68359876,14.6511002,-40.1818008,45660.0,176045.0,-22.4207001,38.0686989,564.2600098,Europe
1821,6,17.499,17.0,0.0031,2471.07,1401.8,1472.15,1241.18,19.65960325,1.779999971,45.3600006,230.0,-45.17,573.04,9428,30.66668701,49.50012207,4,6003,35.4468002,1,5,3,2.42279625,-315.0679932,-43.8851013,49436.69922,192932.0,8.0199404,91.9143982,204.2480011,Europe
1822,6,16.004,15.0,0.017100001,2540.48,1307.4,1258.22,1329.57,19.5064092,1.779999971,41.8400002,230.0,-41.54,303.53,9424,26.66668701,49.50012207,2,6003,38.9494019,1,5,3,2.00554729,67.263298,-39.9788017,48665.0,264007.0,36.7176018,109.6790009,314.1220093,Europe
1823,5,17.499,17.0,-0.0051,2460.85,1371.88,1460.82,1210.23,19.81161276,1.779999971,43.8199997,230.0,-43.68,643.62,9429,31.66668701,49.50012207,1,6003,37.5418015,1,5,3,2.54799366,-186.1320038,-44.0071983,46383.0,230023.0,-2.47557,85.7029037,159.720993,Europe
1824,2,13.998,14.0,0.0016,3216.3,1781.64,2208.25,1375.35,35.92352989,1.110000014,43.9500008,240.0,-43.63,1805.11,9455,57.66668701,49.50012207,3,6003,37.327301,1,5,3,2.6552918,146.3549957,-50.1932983,49625.10156,224544.0,-36.9928017,30.6200008,294.5010071,Europe
1825,6,17.003,17.0,0.0072,2449.24,1317.97,1419.31,1109.77,20.26079959,1.779999971,42.8400002,240.0,-42.74,786.16,9431,33.66668701,49.50012207,9,6003,41.5960007,1,3,3,2.73318553,311.6419983,-32.4692993,40346.60156,264622.0,17.0002003,108.3619995,102.7570038,Europe
1826,1,11.497,11.5,0.0113,1948.5,1151.75,991.7,816.71,8.514693183,1.940000057,34.1399994,210.0,-33.63,44.55,9413,15.66668701,49.50012207,2,6003,59.7179985,6,8,2,1.25599873,-60.9281998,-39.0279007,39343.89844,63946.89844,28.0886002,85.4207001,580.0120239,Europe
1827,1,10.002,10.0,0.0022,2003.97,1139.65,988.29,850.68,9.513148795,1.940000057,33.9599991,210.0,-33.53,94.6,9414,16.66668701,49.50012207,18,6003,59.8442993,6,1,3,1.26703691,-92.7195969,-38.2243004,38062.19922,62563.60156,28.8894997,92.6789017,469.118988,Europe
1828,5,15.001,14.0,0.0126,2567.33,1229.6,1480.99,779.78,24.90983741,1.779999971,42.1300011,240.0,-42.01,1115.92,9441,43.66668701,49.50012207,6,6003,53.3978996,1,5,3,2.79877424,-165.8500061,-42.3014984,47507.39844,197696.0,0.946066,89.6070023,78.9252014,Europe
1829,2,15.002,15.0,0.037799999,2472.31,1211.04,1393.57,878.11,22.14723459,1.779999971,42.9900017,240.0,-42.85,981.44,9436,38.66668701,49.50012207,4,6003,45.9648018,2,5,3,2.91620803,-235.1829987,-47.1301994,46775.39844,260993.0,-29.8785,57.1363983,172.1549988,Europe
1830,1,15.005,15.0,0.0217,2495.02,1235.82,1167.91,1250.33,17.5071414,1.940000057,45.3400002,230.0,-45.04,196.16,9422,24.66668701,49.50012207,9,6003,52.165699,1,5,3,1.93701828,297.5329895,-35.2375984,48592.30078,219291.0,-14.9804001,55.2480011,281.7210083,Europe
1831,5,15.001,14.0,0.0126,2567.33,1229.6,1480.99,779.78,24.90983741,1.779999971,42.1300011,240.0,-42.01,1115.92,9440,42.66668701,49.50012207,6,6003,52.3224983,2,5,3,2.76119137,-157.5370026,-44.2972984,50635.60156,147905.0,5.5797601,92.7345963,137.9900055,Europe
1832,1,16.999,17.0,0.0211,2430.04,1206.21,1128.17,1193.03,16.50757402,1.940000057,43.2000008,220.0,-42.83,148.56,9421,23.66668701,49.50012207,56,6003,61.6917,1,5,3,1.84622681,119.8130035,-39.4473991,46392.19922,205207.0,-42.3350983,23.0179005,315.0809937,Europe
1833,1,11.497,11.5,0.0118,1894.77,1169.09,1001.24,786.09,7.516648189,1.940000057,34.8199997,200.0,-34.37,15.66,9412,14.66668701,49.50012207,5,6003,61.1604996,6,8,2,1.24074626,-52.1246986,-39.4384995,38012.89844,57274.10156,20.2203999,78.5708008,525.3060303,Europe
1834,1,10.0,9.998,-0.0109,2179.43,1136.07,1014.93,978.36,12.509996,1.940000057,35.3699989,220.0,-34.69,135.58,9417,19.66668701,49.50012207,8,6003,68.0103989,3,1,3,1.33739161,3.3090899,-39.9165001,42703.80078,82695.29688,7.8902102,51.6222,875.8220215,Europe
1835,1,9.501,10.0,-0.022399999,1745.71,1250.0,1064.45,687.98,4.527692569,1.940000057,30.2299995,100.0,-29.77,80.98,9409,11.66668701,49.50012207,4,6003,71.1491013,6,5,3,1.31530881,-22.9874992,-38.1092987,35596.5,58883.60156,1.93294,63.9292984,514.7210083,Europe
1836,1,9.501,10.0,-0.020300001,1582.49,1411.53,1215.92,621.69,0.707106781,1.940000057,31.3700008,100.0,-31.03,37.54,9404,6.666687012,49.50012207,11,6003,82.6640015,4,3,3,1.23776245,-10.0202999,-33.2052002,37689.69922,107485.0,16.1355,98.4049988,265.95401,Europe
1837,1,9.501,10.0,-0.020300001,1582.49,1411.53,1215.92,621.69,0.707106781,1.940000057,31.3700008,100.0,-31.03,37.54,9405,7.666687012,49.50012207,5,6003,84.0944977,6,3,3,1.22461247,-17.2012997,-33.3340988,37563.19922,95520.10156,31.9941006,110.9329987,329.8779907,Europe
1838,1,11.501,11.5,0.0,2240.51,1145.85,1035.56,1028.06,13.50925609,1.940000057,35.8300018,220.0,-35.21,88.59,9418,20.66668701,49.50012207,1,6003,69.3292007,3,1,3,1.42936754,14.4744997,-39.9978981,44475.30078,86579.29688,9.1140003,57.6787987,535.7030029,Europe
1839,1,10.001,11.0,0.0074,1454.87,1584.58,1477.93,711.27,4.527692569,1.940000057,33.6899986,100.0,-33.59,198.52,9400,2.666687012,49.50012207,7,6003,84.6519012,4,6,3,1.49020314,21.5266991,-35.3359985,41942.0,108088.0,-11.8994999,94.289299,88.7695007,Europe
1840,1,9.0,9.0,-0.030200001,1618.86,1367.64,1172.09,636.37,1.58113883,1.940000057,29.4400005,100.0,-29.25,10.61,9406,8.666687012,49.50012207,4,6003,83.2738037,6,5,3,1.21249688,22.6548996,-32.7201004,34940.0,65071.89844,-13.8395004,70.1272964,74.3613968,Europe
1841,1,10.0,9.998,-0.0109,2179.43,1136.07,1014.93,978.36,12.509996,1.940000057,35.3699989,210.0,-34.69,135.58,9416,18.66668701,49.50012207,38,6003,65.7269974,3,1,3,1.26871789,-16.2693005,-37.3907013,41011.30078,65116.10156,25.0608997,81.5483017,716.7160034,Europe
1842,1,11.497,11.5,0.0118,1894.77,1169.09,1001.24,786.09,7.516648189,1.940000057,34.8199997,200.0,-34.37,15.66,9411,13.66668701,49.50012207,6,6003,64.2714996,6,9,1,1.25596941,22.5324001,-39.0880013,39882.89844,69913.60156,36.8157005,91.1243973,477.4299927,Europe
1843,1,10.995,11.01,0.0094,1494.24,1505.02,1365.85,650.49,2.549509757,1.940000057,34.1699982,100.0,-33.99,174.32,9402,4.666687012,49.50012207,1,6003,85.2561035,4,6,3,1.36032128,5.1565099,-32.6394997,40157.5,132679.0,-3.66466,93.080101,130.0269928,Europe
1844,2,18.0,16.0,0.016899999,3193.62,1752.43,2207.77,1376.75,36.20082872,1.110000014,45.7999992,240.0,-45.45,1799.88,9456,58.66668701,49.50012207,4,6003,33.0545998,1,5,3,2.53730869,80.8439026,-46.3049011,52989.89844,205767.0,73.425499,136.8209991,340.506012,Europe
1845,6,17.504,17.0,0.0039,2484.2,1435.54,1415.28,1266.34,19.55760722,1.779999971,44.7599983,230.0,-44.53,503.21,9426,28.66668701,49.50012207,10,6003,34.7986984,1,5,3,2.19192004,-260.4249878,-40.6846008,50684.0,202853.0,32.5866013,109.5510025,273.5369873,Europe
1846,6,17.499,17.0,0.0031,2471.07,1401.8,1472.15,1241.18,19.65960325,1.779999971,45.3600006,230.0,-45.17,573.04,9427,29.66668701,49.50012207,9,6003,34.2748985,1,5,3,2.30410504,-271.9710083,-40.5962982,50236.80078,196897.0,13.0799999,93.4054031,232.4290009,Europe
1847,5,15.002,15.0,0.033799998,2485.74,1204.33,1402.29,845.36,22.63846285,1.779999971,43.5600014,230.0,-43.42,1000.14,9437,39.66668701,49.50012207,3,6003,43.2939987,2,5,3,2.8526094,-63.783699,-45.8376007,50693.10156,221311.0,6.6326699,93.2389984,125.3519974,Europe
1848,2,14.001,13.0,0.02,2454.18,1239.73,1390.02,959.0,21.27204739,1.779999971,40.8199997,240.0,-40.68,962.18,9434,36.66668701,49.50012207,47,6003,47.0882988,1,5,3,2.92289376,-140.9720001,-34.3252983,45113.89844,268389.0,-10.7142,76.790802,136.6269989,Europe
1849,6,16.004,15.0,0.017100001,2540.48,1307.4,1258.22,1329.57,19.5064092,1.779999971,41.8400002,230.0,-41.54,303.53,9220,26.66668701,48.50012207,1,6003,44.1520004,3,5,3,1.84005785,-170.8170013,-34.7028008,48187.39844,254784.0,28.2259007,104.1940002,182.298996,Europe
1850,6,15.005,15.0,0.0211,2560.77,1269.67,1211.39,1292.06,18.50675552,1.779999971,40.5099983,220.0,-40.17,244.8,9423,25.66668701,49.50012207,1,6003,44.4892006,1,5,3,1.95597303,52.6456985,-34.9178009,49019.39844,256218.0,21.2586994,91.6699982,331.7850037,Europe
1851,2,14.002,14.0,0.0107,2447.9,1287.53,1405.01,1056.3,20.55480479,1.779999971,40.5200005,240.0,-40.41,857.88,9432,34.66668701,49.50012207,21,6003,43.1334991,1,3,3,2.8091681,18.2180004,-32.3124008,42547.69922,262912.0,-3.08286,87.4732971,104.2190018,Europe
1852,2,14.001,13.0,0.035799999,2461.78,1222.89,1389.47,916.2,21.69101196,1.779999971,42.1899986,240.0,-42.05,968.71,9435,37.66668701,49.50012207,13,6003,47.2775002,2,5,3,2.93963623,-98.2037964,-39.5276985,45177.60156,274859.0,-23.4223003,63.9791985,119.1070023,Europe
1853,1,10.995,11.01,0.0067,1519.96,1470.16,1313.15,629.64,1.58113883,1.940000057,32.2799988,100.0,-31.97,141.59,9403,5.666687012,49.50012207,1,6003,82.6182022,4,6,3,1.2829988,-5.92557,-33.2232018,38151.69922,143589.0,11.3155003,97.7099991,247.2839966,Europe
1854,2,14.002,14.0,0.0089,2449.55,1261.36,1395.21,1005.88,20.89258242,1.779999971,39.5,240.0,-39.36,929.78,9433,35.66668701,49.50012207,15,6003,45.1545982,1,5,3,2.87940431,-182.2669983,-33.4976006,43112.69922,257843.0,-20.9293995,67.2685013,145.6089935,Europe
1855,1,10.0,9.998,-0.020300001,2120.43,1025.34,907.46,914.24,12.58967831,1.940000057,30.75,200.0,-30.19,108.08,9213,19.66668701,48.50012207,1,6003,79.1499023,3,5,3,1.23478305,-53.3452988,-33.9000015,39523.19922,88597.29688,32.4155998,93.6095963,475.04599,Europe
1856,1,10.0,9.999,-0.0118,1793.19,1218.51,1037.92,715.82,5.522680509,1.940000057,30.9799995,190.0,-30.46,56.1,9410,12.66668701,49.50012207,15,6003,67.5039978,6,8,3,1.30166817,-20.3938999,-39.1139984,38470.69922,72099.29688,13.5597,70.4225998,588.6359863,Europe
1857,1,10.002,10.0,-0.0117,2061.04,1132.95,991.08,889.24,10.51189802,1.940000057,34.1500015,210.0,-33.78,80.13,9415,17.66668701,49.50012207,15,6003,62.4584007,3,1,3,1.27386057,-48.1246986,-37.0387993,39471.0,57757.30078,21.7695007,90.5875015,244.4680023,Europe
1858,1,10.001,11.0,0.0074,1454.87,1584.58,1477.93,711.27,4.527692569,1.940000057,33.6899986,100.0,-33.59,198.52,9399,1.666687012,49.50012207,2,6003,77.5196991,4,6,3,1.53198004,6.0039101,-36.1408005,40607.60156,129649.0,-18.4053001,88.1875992,141.151001,Europe
1859,2,3.0,8.0,0.0277,2655.8,1294.99,1580.87,808.07,26.87936011,1.779999971,29.9400005,240.0,-29.92,1223.25,9444,46.66668701,49.50012207,1,6003,57.9626999,1,5,3,2.69782376,4.7083702,-32.3777008,39323.10156,204882.0,-68.4104996,27.9230995,19.4965,Europe
1860,1,9.501,10.0,-0.020199999,1661.69,1152.57,963.56,620.32,4.74341649,1.940000057,30.9400005,100.0,-30.46,159.03,9205,11.66668701,48.50012207,1,6003,73.9095001,6,5,3,1.22975624,-14.941,-36.2242012,39322.0,66813.5,0.0076306,51.902401,469.927002,Europe
1861,1,9.501,10.0,-0.0244,1700.69,1285.57,1095.94,665.29,3.535533906,1.940000057,30.3400002,100.0,-29.97,80.8,9408,10.66668701,49.50012207,1,6003,75.0168991,6,5,3,1.29689121,-30.7731991,-33.7168007,32685.90039,45655.0,26.9722996,94.5988998,402.8640137,Europe
1862,1,10.995,11.01,0.0094,1494.24,1505.02,1365.85,650.49,2.549509757,1.940000057,34.1699982,100.0,-33.99,174.32,9401,3.666687012,49.50012207,5,6003,85.0469971,4,6,3,1.42938936,23.3211002,-33.7467995,41606.80078,117849.0,-7.41682,95.5102005,110.7480011,Europe
1863,6,17.504,17.0,0.0046,2375.27,1333.73,1347.34,1171.99,18.56071119,1.779999971,47.1699982,230.0,-46.96,483.69,9223,29.66668701,48.50012207,5,6003,37.0984993,2,5,3,2.13146996,104.6989975,-41.7835999,49339.80078,166280.0,15.6121998,98.114502,200.9060059,Europe
1864,6,17.003,17.0,0.0072,2449.24,1317.97,1419.31,1109.77,20.26079959,1.779999971,42.8400002,230.0,-42.74,786.16,9227,33.66668701,48.50012207,12,6003,40.2514,2,5,3,2.49952698,391.2149963,-40.7285995,38313.89844,222901.0,12.3656998,102.1760025,154.9759979,Europe
1865,5,17.499,17.0,-0.0018,2350.39,1269.92,1356.84,1121.68,18.82817038,1.779999971,44.0499992,230.0,-43.86,631.06,9225,31.66668701,48.50012207,7,6003,36.8265991,2,5,3,2.31825614,-260.6960144,-44.1952019,42760.89844,205358.0,0.158256,86.1836014,196.0059967,Europe
1866,2,15.002,15.0,0.0616,2376.9,1093.2,1292.38,745.65,21.78302091,1.779999971,43.5699997,230.0,-43.43,894.5,9233,39.66668701,48.50012207,12,6003,44.6259003,2,5,3,2.73402309,298.2810059,-41.9235001,49748.19922,196593.0,-4.2134099,82.490799,146.7189941,Europe
1867,5,17.003,17.0,-0.0077,2342.62,1241.4,1331.73,1092.07,19.03943276,1.779999971,42.0099983,230.0,-41.85,704.8,9226,32.66668701,48.50012207,17,6003,38.8843002,2,5,3,2.40988064,-64.7294998,-44.7058983,39404.39844,212770.0,-5.4478698,82.4431,165.2890015,Europe
