FID,thermo_tecto_age,thickness_upper_crust,thickness_middle_crust,upper_mantle_density_anomaly,d_2_ridge,d_2_trench,d_2_trans_ridge,d_2_volcano,d_2_hotspot,heat_prod_provinces,thickness_crust,d_2_young_rift,lon,lat,GHF,upper_mantle_vel_structure,rock_type,age,magnetic_anomaly,depth_to_moho,lithos_asthenos_bdry,bougeur_gravity_anomaly,topography
3043,2.0,15.001,14.0,0.0156,1954.01,2866.28,3847.12,1792.63,58.14206739,1.110000014,38.0,1577.27,77.66668701,59.50012207,61.3284988,2.0,3.0,1.7234267,6.4334202,-37.4667015,205166.0,81.9235992,89.5385971
3044,2.0,10.998,11.0,0.0186,2348.76,2745.22,3450.85,2057.52,51.73490118,1.110000014,36.0600014,1893.81,70.66668701,59.50012207,62.4883003,2.0,3.0,1.72528446,68.8218994,-35.3825989,201064.0,83.6376038,70.5762024
3045,4.0,15.005,15.0,0.029899999,1335.01,2956.31,3714.65,1242.82,66.47179853,0.930000007,43.0,1043.18,88.66668701,59.50012207,54.0741005,2.0,3.0,1.7912848,211.2830048,-43.9136009,140640.0,48.2813988,154.8419952
3046,2.0,15.003,15.0,0.025,1446.99,2904.67,3751.69,1324.05,65.08840142,1.110000014,44.0,1115.26,85.66668701,59.50012207,49.4019012,2.0,3.0,1.79913509,174.2129974,-37.9347992,174909.0,71.9045029,130.6880035
3047,2.0,10.999,11.0,0.016100001,2067.55,2743.34,3699.44,1823.5,55.91511424,1.110000014,36.0,1627.29,75.66668701,59.50012207,58.5741005,2.0,3.0,1.64828324,-30.7502003,-36.7313004,227442.0,72.3059998,83.9117966
3048,2.0,15.0,14.0,0.0119,1615.84,2839.33,3818.07,1457.57,62.85300311,1.110000014,39.0,1239.02,82.66668701,59.50012207,54.536499,2.0,3.0,1.75729835,-5.4656,-37.9397011,131307.0,68.0323029,106.7740021
3049,5.0,12.996,12.0,0.019400001,492.27,3383.99,3613.93,852.91,79.30006305,0.930000007,44.0,333.31,105.666687,59.50012207,34.0441017,1.0,3.0,2.59428072,-208.2720032,-43.7070999,285090.0,42.7526016,520.15802
3050,6.0,12.997,12.0,-0.026699999,168.58,2327.33,2766.32,1013.01,67.10067064,0.930000007,50.0,428.22,125.666687,58.50012207,45.5278015,4.0,2.0,1.95533788,87.6977997,-40.8614998,132405.0,17.0578995,953.2919922
3051,2.0,14.998,14.0,0.020400001,2019.4,2638.2,3706.65,1726.83,56.25388875,1.110000014,37.0,1532.41,76.66668701,58.50012207,56.7624016,2.0,3.0,1.66748583,-82.7934036,-34.9519997,161272.0,76.6937027,97.6264038
3052,2.0,15.003,15.0,0.0198,1438.59,2804.51,3647.77,1253.85,64.36225602,1.110000014,40.0,1036.25,86.66668701,58.50012207,52.5323982,2.0,3.0,1.74536061,-44.6874008,-39.7988014,96741.0,71.944397,119.9810028
3053,2.0,15.003,15.0,0.0218,1380.49,2831.13,3627.43,1208.6,65.05766673,1.110000014,41.0,994.88,87.66668701,58.50012207,55.8935013,2.0,3.0,1.72517991,175.2310028,-38.9099998,101266.0,73.0514984,162.6900024
3054,2.0,10.997,11.0,0.023600001,2192.65,2626.96,3547.82,1868.98,53.68891878,1.110000014,36.5,1697.68,73.66668701,58.50012207,52.4668007,2.0,3.0,1.6874752,-21.0764008,-39.7909012,114887.0,61.5509987,99.8478012
3055,2.0,15.0,14.0,0.011,1613.04,2734.93,3717.77,1398.03,62.32575712,1.110000014,39.0,1171.99,83.66668701,58.50012207,53.5791016,2.0,3.0,1.65848887,-57.6786003,-39.6299019,84352.60156,61.6846008,75.2701035
3056,2.0,10.999,11.0,0.021400001,2077.23,2632.39,3653.21,1774.5,55.394043,1.110000014,36.0,1587.0,75.66668701,58.50012207,55.1959991,2.0,3.0,1.65571809,32.0211983,-36.3899002,140886.0,74.4863968,114.4889984
3057,2.0,10.999,11.0,0.024599999,2460.69,2759.49,3355.87,2151.91,50.10488998,1.110000014,35.5299988,2003.22,68.66668701,59.50012207,60.9590988,2.0,3.0,1.77747858,129.9459991,-32.3440018,226172.0,98.1435013,42.9720993
3058,2.0,14.996,14.0,0.0218,1785.22,2789.51,3896.74,1601.72,60.22042843,1.110000014,38.5,1376.82,79.66668701,58.50012207,60.9247017,2.0,3.0,1.66305768,-80.2984009,-38.5416985,154004.0,85.6218033,91.4934998
3059,5.0,12.997,12.0,0.0083,338.18,3238.17,3456.65,771.03,79.27483838,0.930000007,40.0,174.27,107.666687,58.50012207,30.5163002,2.0,3.0,2.15837431,-264.5599976,-48.2410011,277169.0,21.5701008,467.6950073
3060,2.0,14.997,14.0,0.017200001,1496.73,2779.57,3669.62,1300.61,63.67495583,1.110000014,40.0,1079.71,84.66668701,58.50012207,49.8529015,2.0,3.0,1.66782868,54.8665009,-39.7317009,96728.39844,66.0837021,80.4429016
3061,6.0,13.004,13.0,-0.017100001,204.99,2624.49,2951.1,905.33,70.88370758,0.930000007,42.0,98.5,119.666687,58.50012207,40.290699,3.0,3.0,2.03439021,291.3909912,-50.9966011,97215.79688,27.5317001,726.0029907
3062,2.0,11.999,13.0,0.0297,2593.5,2673.02,3198.2,2198.07,47.90093945,1.110000014,39.2200012,2095.52,65.66668701,58.50012207,45.514801,2.0,3.0,1.92017853,19.6926003,-36.5531006,126244.0,89.5759964,72.1520004
3063,1.0,10.002,10.0,0.0061,200.07,446.71,2988.8,81.91,53.89341333,0.620000005,31.3400002,254.93,159.666687,58.50012207,58.5555992,5.0,1.0,0.76317602,-21.7029991,-26.4985008,49484.19922,136.4490051,134.9620056
3064,2.0,14.998,14.0,0.0174,1961.5,2646.07,3760.54,1680.03,57.11829829,1.110000014,37.0,1478.4,77.66668701,58.50012207,58.7578011,2.0,3.0,1.70922971,-251.9320068,-36.8816986,175025.0,74.6344986,91.3488998
3065,5.0,12.997,12.0,0.0105,368.1,3292.91,3504.9,769.64,79.51414968,0.930000007,41.0,221.37,106.666687,58.50012207,35.1637001,2.0,3.0,2.22235823,278.4419861,-49.5438995,288838.0,19.0417995,471.868988
3066,2.0,15.0,14.0,0.0138,1671.2,2715.32,3744.0,1448.39,61.50203249,1.110000014,38.5,1220.37,82.66668701,58.50012207,56.6869011,2.0,3.0,1.69822431,-38.2072983,-40.0017014,85782.29688,69.042099,61.5382996
3067,2.0,10.999,11.0,0.0211,2134.98,2628.64,3600.25,1822.98,54.53897689,1.110000014,36.0,1642.11,74.66668701,58.50012207,53.1551018,2.0,3.0,1.67392647,-47.2428017,-39.3849983,126369.0,69.1337967,106.1220016
3068,2.0,16.996,17.0,0.0092,2763.48,2709.32,3059.94,2219.63,45.52471856,1.110000014,41.2400017,2268.89,63.66668701,58.50012207,52.2975006,2.0,3.0,2.01942778,41.6172981,-41.7131996,141061.0,91.6146011,102.8580017
3069,2.0,10.999,11.0,0.0233,2479.53,2649.67,3294.59,2110.15,49.52272206,1.110000014,36.1300011,1980.65,68.66668701,58.50012207,57.2612991,2.0,3.0,1.76407325,149.6060028,-35.3605003,139097.0,79.9386978,55.3507004
3070,2.0,10.999,11.0,0.021299999,2422.37,2641.01,3343.92,2060.4,50.34381789,1.110000014,36.1300011,1923.51,69.66668701,58.50012207,59.1988983,2.0,3.0,1.73786902,-60.6074982,-35.1352005,128176.0,79.207901,93.6020966
3071,2.0,15.002,14.0,0.0162,1903.53,2655.97,3814.85,1634.16,57.98706752,1.110000014,38.0,1425.07,78.66668701,58.50012207,60.1395988,2.0,3.0,1.70775366,33.0802002,-39.2607002,170502.0,68.8797989,103.1989975
3072,2.0,14.996,14.0,0.0185,1729.34,2697.58,3771.63,1499.7,60.61765419,1.110000014,38.5,1270.01,81.66668701,58.50012207,59.5242996,2.0,3.0,1.69874644,-10.2600002,-38.5339012,93326.39844,72.5944977,90.9218979
3073,2.0,11.001,11.0,0.0231,2269.14,2516.08,3445.84,1869.46,52.3115666,1.110000014,37.0,1727.9,72.66668701,57.50012207,49.8917999,2.0,3.0,1.71985269,-113.8050003,-36.7645988,71722.70313,76.1679993,55.6997986
3074,2.0,14.997,14.0,0.021600001,1855.8,2559.44,3737.09,1535.95,58.38236035,1.110000014,38.0,1326.98,79.66668701,57.50012207,57.3549995,2.0,3.0,1.63901889,10.7123003,-37.0167007,125384.0,69.5094986,114.310997
3075,2.0,11.002,11.0,0.0209,2151.54,2517.44,3554.44,1772.69,54.02314319,1.110000014,37.0,1611.31,74.66668701,57.50012207,48.8908997,2.0,3.0,1.70109046,-18.4729004,-37.3125992,78322.10156,76.4585037,119.3580017
3076,2.0,11.001,11.0,0.02,2210.4,2515.65,3499.87,1820.62,53.164838,1.110000014,37.0,1669.46,73.66668701,57.50012207,48.8879013,2.0,3.0,1.71874225,69.4447021,-37.4651985,76262.0,75.5361023,82.0115967
3077,2.0,11.998,13.0,0.029300001,2561.08,2551.39,3184.93,2120.29,48.1300322,1.110000014,38.3699989,2023.36,67.66668701,57.50012207,49.7317009,2.0,3.0,1.82091451,0.753643,-38.6134987,84351.0,68.082901,62.5130997
3078,2.0,16.003,15.0,0.0174,2706.95,2704.23,3105.12,2227.97,46.30874647,1.110000014,42.7999992,2210.99,64.66668701,57.50012207,43.9277992,2.0,3.0,1.99710143,-118.0250015,-38.7155991,157153.0,72.2715988,75.0030975
3079,2.0,15.001,14.0,0.029999999,2386.29,2523.61,3339.51,1969.63,50.62114183,1.110000014,37.9399986,1845.54,70.66668701,57.50012207,54.3120995,2.0,3.0,1.7343359,-57.4870987,-38.1305008,66064.20313,73.7628021,63.2639008
3080,2.0,14.996,15.0,0.019200001,1677.36,2610.13,3645.66,1398.82,60.91387363,1.110000014,39.0,1164.26,82.66668701,57.50012207,55.2683983,2.0,3.0,1.65633118,85.5262985,-39.6329994,77393.70313,78.6202011,109.177002
3081,2.0,11.002,11.0,0.022600001,2092.58,2521.46,3609.5,1725.72,54.886246,1.110000014,37.0,1553.51,75.66668701,57.50012207,50.4145012,2.0,3.0,1.66689718,-32.5293999,-35.7588997,83449.70313,70.2270966,136.526001
3082,2.0,15.001,14.0,0.0284,2327.78,2518.74,3392.37,1919.15,51.46357935,1.110000014,38.2299995,1786.61,71.66668701,57.50012207,52.7598,2.0,3.0,1.72505057,-1.82866,-37.0320015,62581.69922,76.2670975,65.6212006
3083,2.0,15.002,14.0,0.022600001,1796.39,2574.28,3705.23,1489.62,59.26634796,1.110000014,38.5,1271.88,80.66668701,57.50012207,57.3277016,2.0,3.0,1.62564504,-11.4699001,-35.8827019,105531.0,69.6964035,122.0780029
3084,2.0,14.996,15.0,0.019200001,1677.36,2610.13,3645.66,1398.82,60.91387363,1.110000014,39.0,1164.26,81.66668701,57.50012207,57.2947998,2.0,3.0,1.6556356,-22.0221996,-37.3981018,88207.60156,78.3410034,115.0220032
3085,1.0,10.002,10.0,0.0033,244.56,486.87,2957.53,133.66,54.02314319,0.620000005,33.2999992,209.46,158.666687,57.50012207,63.3040009,5.0,3.0,0.78155875,-188.0399933,-26.1886997,50779.5,156.9389954,172.0119934
3086,5.0,13.0,12.0,0.0231,226.64,3226.06,3338.93,632.04,78.36134251,0.930000007,39.5,134.62,106.666687,56.50012207,40.2233009,4.0,3.0,1.65795684,-125.0660019,-49.0783997,198454.0,16.1373997,678.1569824
3087,5.0,13.004,12.0,0.015,332.05,3315.13,3435.22,696.6,78.11849973,0.930000007,42.0,221.87,105.666687,57.50012207,37.778801,2.0,3.0,1.99207997,-127.3249969,-49.0908012,267749.0,10.1792002,485.6090088
3088,5.0,13.0,12.0,0.006,243.54,3201.04,3394.53,698.24,78.60343504,0.930000007,40.0,113.89,107.666687,57.50012207,33.4748001,2.0,3.0,1.89058185,-46.1016006,-50.0600014,239295.0,-4.47826,467.5820007
3089,6.0,15.003,15.0,-0.0208,94.18,2559.56,2863.23,819.61,70.13201837,0.930000007,42.0,83.78,119.666687,57.50012207,43.2042999,3.0,2.0,1.77287936,56.1389999,-48.5523987,78182.89844,-14.0106001,1002.5
3090,5.0,13.001,12.0,0.030099999,549.37,3263.26,3404.1,730.42,74.90327096,0.930000007,42.0,450.26,101.666687,57.50012207,39.1758995,2.0,3.0,2.16172838,-43.0326996,-36.5783997,284325.0,37.5658989,385.1870117
3091,2.0,11.001,11.0,0.02,2210.4,2515.65,3499.87,1820.62,53.164838,1.110000014,37.0,1669.46,73.66668701,56.50012207,46.0794983,2.0,3.0,1.74839866,150.4960022,-38.0116997,69337.70313,69.7602997,98.9141998
3092,5.0,13.0,12.0,0.0096,284.68,3257.91,3444.95,695.97,78.93351633,0.930000007,40.0,165.94,106.666687,57.50012207,35.5752983,2.0,3.0,1.94174564,-7.8052602,-50.5301018,260217.0,13.4617004,582.3289795
3093,2.0,14.999,14.0,0.021299999,1974.37,2536.11,3697.99,1631.56,56.62596578,1.110000014,37.0,1439.18,77.66668701,57.50012207,54.1922989,2.0,3.0,1.70554495,-108.6439972,-37.138401,104278.0,67.3828964,130.2910004
3094,2.0,14.998,14.0,0.020400001,2019.4,2638.2,3706.65,1726.83,56.25388875,1.110000014,37.0,1532.41,76.66668701,57.50012207,51.8632011,2.0,3.0,1.66838193,62.3091011,-35.2561989,100574.0,85.5515976,130.0059967
3095,2.0,15.003,15.0,0.0218,1380.49,2831.13,3627.43,1208.6,65.05766673,1.110000014,41.0,994.88,87.66668701,57.50012207,58.0107994,2.0,3.0,1.63933849,-201.0019989,-40.4617004,84607.29688,73.0166016,153.6009979
3096,2.0,14.996,15.0,0.020300001,1319.05,2763.47,3502.95,1093.31,65.05766673,1.110000014,40.0,874.07,88.66668701,57.50012207,65.6790009,2.0,3.0,1.64027226,134.5679932,-41.7989006,81125.0,56.3190994,166.0269928
3097,2.0,17.001,17.0,0.0229,2824.8,2513.84,2922.15,2071.55,44.30011287,1.110000014,43.5,2260.24,63.66668701,56.50012207,38.0544014,2.0,3.0,2.11406755,-115.4940033,-44.1717987,163341.0,81.0915985,144.7879944
3098,2.0,14.999,14.0,0.023600001,2053.39,2417.25,3573.61,1629.57,55.26753116,1.110000014,36.5,1467.24,76.66668701,56.50012207,46.6963005,2.0,3.0,1.67988694,17.5058994,-36.5503006,78891.5,67.0482025,102.7730026
3099,4.0,15.001,15.0,-0.0144,22.99,2602.8,2858.45,715.97,70.74249077,0.930000007,42.0,73.86,117.666687,56.50012207,42.1240997,3.0,1.0,1.55531204,-145.6909943,-45.8853989,95049.60156,-44.1011009,1365.469971
3100,2.0,15.996,15.0,0.0297,2766.3,2492.8,2971.9,2100.97,45.10543205,1.110000014,41.8199997,2198.8,64.66668701,56.50012207,40.6036987,2.0,3.0,2.06411839,-72.4844971,-40.3336983,234160.0,62.0051994,131.9989929
3101,2.0,11.998,13.0,0.0374,2648.84,2457.14,3074.07,2109.76,46.73863498,1.110000014,40.0699997,2075.96,66.66668701,56.50012207,44.5737991,2.0,3.0,1.93497872,134.9120026,-39.607399,98011.10156,78.1716003,113.8720016
3102,6.0,15.003,15.0,-0.0198,11.86,2549.84,2817.01,725.9,70.06068798,0.930000007,42.5,81.83,118.666687,56.50012207,46.2228012,3.0,2.0,1.55684555,-279.9930115,-46.7974014,83292.79688,-32.7601013,1655.98999
3103,4.0,15.001,15.0,-0.0059,17.06,2656.54,2901.2,723.37,71.43178564,0.930000007,42.0,50.7,116.666687,56.50012207,40.8414001,3.0,1.0,1.53605974,-97.4773026,-41.2593002,99191.5,-15.6581001,791.5939941
3104,2.0,15.001,14.0,0.032099999,2412.21,2412.88,3287.67,1932.55,50.08492787,1.110000014,37.8699989,1830.83,69.66668701,56.50012207,49.1735001,2.0,3.0,1.7881707,64.0274963,-38.7182999,65467.10156,80.7109985,119.3539963
3105,2.0,15.001,14.0,0.032099999,2412.21,2412.88,3287.67,1932.55,50.08492787,1.110000014,37.8699989,1830.83,70.66668701,56.50012207,49.7139015,2.0,3.0,1.77195954,549.1560059,-39.3134003,58972.69922,85.865097,73.8171997
3106,6.0,13.005,11.99,-0.0339,54.16,2322.01,2695.83,921.13,66.92159592,0.930000007,50.0,371.75,124.666687,56.50012207,49.2221985,6.0,2.0,1.63898504,140.9850006,-37.4483986,74394.89844,9.8990602,1095.859985
3107,2.0,11.001,11.0,0.018200001,2293.09,2404.8,3398.36,1828.05,51.79285665,1.110000014,36.0,1708.86,72.66668701,56.50012207,47.6315994,2.0,3.0,1.77249777,-1.64319,-40.3227005,64216.60156,58.0951004,108.6279984
3108,5.0,13.002,12.0,0.0359,465.64,3166.19,3298.43,634.38,75.10326225,0.930000007,41.9900017,373.6,101.666687,56.50012207,40.8139,4.0,3.0,1.88042212,6.0743399,-40.7886009,248702.0,29.1741009,460.0409851
3109,5.0,13.002,12.0,0.0339,405.48,3180.15,3305.72,637.61,75.91113225,0.930000007,40.0,312.67,103.666687,56.50012207,45.4179001,4.0,3.0,1.70623779,174.4909973,-44.9981003,250809.0,22.3470993,586.6459961
3110,2.0,15.001,14.0,0.025900001,2352.71,2407.65,3342.73,1879.91,50.93623465,1.110000014,37.9700012,1769.78,71.66668701,56.50012207,49.6883011,2.0,3.0,1.7803514,104.7549973,-40.3818016,53568.19922,79.3511963,114.125
3111,2.0,14.996,15.0,0.0147,1628.57,2527.76,3518.92,1299.69,60.84817171,1.110000014,39.0,1060.24,83.66668701,56.50012207,48.1861992,3.0,3.0,1.61609304,-24.7726994,-41.5901985,87086.89844,80.3255997,115.1299973
3112,2.0,11.002,11.0,0.0229,2113.49,2410.57,3556.65,1677.71,54.39209501,1.110000014,35.5,1527.27,75.66668701,56.50012207,45.3195992,2.0,3.0,1.68182039,162.6840057,-34.5101013,76782.5,83.7743988,119.262001
3113,2.0,11.998,13.0,0.032900002,2530.8,2430.4,3179.46,2039.93,48.39938016,1.110000014,38.3499985,1953.25,68.66668701,56.50012207,47.462101,2.0,3.0,1.8289851,12.9680996,-39.3448982,71344.0,81.4505005,103.3509979
3114,2.0,11.002,11.0,0.0229,2113.49,2410.57,3556.65,1677.71,54.39209501,1.110000014,35.5,1527.27,74.66668701,56.50012207,44.7504997,2.0,3.0,1.71817279,37.4616013,-35.2085991,70588.20313,84.1110992,81.6872025
3115,2.0,14.999,14.0,0.0239,1993.05,2426.27,3592.3,1582.51,56.14712815,1.110000014,37.0,1407.55,77.66668701,56.50012207,49.5629997,2.0,3.0,1.71237218,112.2590027,-39.6674995,79793.39844,63.7583008,120.7190018
3116,5.0,13.004,12.0,0.0277,285.25,3213.71,3325.99,631.08,77.5403121,0.930000007,39.5,192.42,105.666687,56.50012207,42.1897011,4.0,3.0,1.68114996,-92.7457962,-48.134201,225728.0,7.2199402,663.7390137
3117,2.0,14.997,14.0,0.024499999,1932.53,2437.62,3612.67,1536.62,57.03069349,1.110000014,38.0,1348.24,78.66668701,56.50012207,50.9855003,2.0,3.0,1.69903374,-6.40976,-40.7705002,97227.20313,63.6631012,125.3889999
3118,6.0,15.003,15.0,-0.018300001,21.01,2497.73,2776.94,745.47,69.38659813,0.930000007,43.0,123.94,119.666687,56.50012207,49.8772011,3.0,2.0,1.54066014,-252.0630035,-44.4602013,80897.20313,-27.0289001,1421.890015
3119,2.0,14.997,14.0,0.0264,1871.92,2451.25,3634.7,1488.53,57.91804555,1.110000014,38.0,1289.38,79.66668701,56.50012207,51.4883995,2.0,3.0,1.6398716,-40.5900993,-39.7368011,100378.0,68.5459976,129.1490021
3120,2.0,12.5,13.0,-0.0073,31.68,2711.0,2945.19,735.08,72.12835781,1.110000014,41.0,42.15,115.666687,56.50012207,43.1599007,3.0,1.0,1.51386309,-78.6240997,-40.2408981,102427.0,-16.7879009,437.2869873
3121,4.0,12.996,12.0,0.0137,86.59,3050.25,3231.83,650.67,76.44932962,0.930000007,38.0,32.31,109.666687,56.50012207,50.6562004,4.0,3.0,1.89663851,57.5964012,-50.3011017,158241.0,-2.91554,1123.469971
3122,5.0,13.002,12.0,0.0359,465.64,3166.19,3298.43,634.38,75.10326225,0.930000007,41.9900017,373.6,102.666687,56.50012207,43.1036987,4.0,3.0,1.84101951,-29.6259995,-43.1114006,260423.0,29.7868004,472.5209961
3123,2.0,12.5,13.0,-0.019300001,42.53,2766.14,2990.35,733.62,72.83199846,1.110000014,40.5,41.76,114.666687,56.50012207,48.0811996,3.0,1.0,1.48872209,167.6820068,-44.1926994,111840.0,-40.7066994,938.8989868
3124,5.0,13.002,12.0,0.0232,647.77,3117.07,3288.13,657.44,72.70832139,0.930000007,39.0,535.82,99.66668701,56.50012207,42.3610992,4.0,3.0,1.7856878,117.7939987,-37.8946991,163145.0,13.4356003,398.7990112
3125,5.0,13.002,13.0,0.0297,633.67,3024.38,3176.81,549.17,72.10062413,0.930000007,41.0,424.51,99.66668701,55.50012207,39.2685013,4.0,3.0,1.49475145,-143.9839935,-43.5937996,97702.39844,1.4181,416.2460022
3126,2.0,14.996,15.0,0.025800001,1689.53,2505.44,3548.0,1345.49,60.17059082,1.110000014,39.0,1116.36,82.66668701,56.50012207,50.1926994,2.0,3.0,1.63161898,-42.8809013,-40.8526993,80816.0,73.3089981,126.2450027
3127,4.0,15.004,15.0,0.0102,83.51,2992.44,3181.63,661.94,75.71327493,0.930000007,39.5,17.53,110.666687,56.50012207,58.1906013,4.0,1.0,1.55520236,46.7481995,-46.655899,144317.0,-2.54073,1468.849976
3128,2.0,15.005,15.0,-0.0254,52.16,2821.89,3036.64,713.23,73.54250472,1.110000014,43.0,52.28,113.666687,56.50012207,57.8363991,3.0,1.0,1.50189817,89.1595993,-45.5112,108394.0,-76.4927979,1407.02002
3129,2.0,11.002,11.0,0.0196,2173.47,2406.27,3511.23,1726.89,53.52102391,1.110000014,36.0,1587.58,74.66668701,55.50012207,41.3564987,2.0,3.0,1.72267163,85.274498,-36.6996994,73943.89844,65.4044037,109.3580017
3130,2.0,15.004,15.0,0.029100001,2073.48,2306.89,3467.22,1584.5,54.79507277,1.110000014,37.0,1446.24,76.66668701,55.50012207,40.6528015,2.0,3.0,1.69081426,-6.3071599,-38.8785019,75836.20313,75.2823029,107.1029968
3131,5.0,12.004,12.5,0.037599999,515.02,3044.53,3182.04,547.08,73.70549505,0.930000007,42.0,428.59,101.666687,55.50012207,39.2593002,4.0,3.0,1.59239662,-46.1988983,-46.0802002,200592.0,12.3757,474.2630005
3132,2.0,11.998,13.0,0.0219,2321.13,2293.53,3353.62,1791.54,51.28840025,1.110000014,35.5,1696.76,72.66668701,55.50012207,44.9089012,2.0,3.0,1.804878,65.8511963,-39.0555,87556.60156,81.8852005,113.9020004
3133,2.0,15.996,15.0,0.040399998,1759.79,2379.68,3483.25,1346.48,58.75797818,1.110000014,39.5,1138.17,81.66668701,55.50012207,43.9567986,2.0,3.0,1.61096263,-128.0240021,-40.3321991,87752.70313,88.6462021,139.3580017
3134,2.0,13.001,12.0,-0.0029,82.48,2662.43,2869.66,678.55,71.4177849,1.110000014,41.0,152.98,115.666687,55.50012207,43.2517014,3.0,1.0,1.33893299,-134.048996,-37.475399,107465.0,-40.2579994,1343.609985
3135,5.0,12.004,12.5,0.037599999,515.02,3044.53,3182.04,547.08,73.70549505,0.930000007,42.0,428.59,100.666687,55.50012207,37.5362015,4.0,3.0,1.53450775,-43.4281006,-44.5960999,153026.0,5.67382,483.8909912
3136,4.0,12.501,13.0,0.0175,78.2,3075.71,3223.27,594.14,76.52777274,0.930000007,38.5,50.65,108.666687,55.50012207,54.4219017,4.0,3.0,1.41679299,-115.8450012,-47.5760994,109862.0,-15.9851999,1024.48999
3137,2.0,15.497,16.0,0.0266,1507.86,2479.2,3364.14,1144.37,61.51828996,1.110000014,44.0,900.76,85.66668701,55.50012207,44.8292007,3.0,3.0,1.50906277,-163.1549988,-31.9473991,151627.0,77.3034973,219.6629944
3138,2.0,13.001,12.0,-0.0129,68.55,2719.94,2917.11,676.29,72.12835781,1.110000014,41.5099983,152.87,114.666687,55.50012207,45.7831993,3.0,1.0,1.3128202,-148.6880035,-42.7509003,144017.0,-60.7396011,1254.069946
3139,2.0,15.001,14.0,0.025900001,2352.71,2407.65,3342.73,1879.91,50.93623465,1.110000014,37.9700012,1769.78,71.66668701,55.50012207,46.5432014,2.0,3.0,1.82509589,30.8479996,-38.5447006,64551.10156,83.8924026,123.3700027
3140,2.0,14.999,14.0,0.0239,1993.05,2426.27,3592.3,1582.51,56.14712815,1.110000014,37.0,1407.55,77.66668701,55.50012207,43.1973991,2.0,3.0,1.7050302,-153.526001,-39.3791008,76278.29688,77.2633972,106.211998
3141,5.0,13.005,12.99,0.0469,393.35,3072.27,3195.44,552.91,75.32927718,0.930000007,41.0,316.1,103.666687,55.50012207,45.1030998,4.0,3.0,1.42029917,-109.2460022,-45.3522987,217329.0,17.6550999,531.7069702
3142,2.0,11.998,13.0,0.02,2260.27,2293.03,3411.94,1738.38,52.15841255,1.110000014,35.5,1633.94,73.66668701,55.50012207,43.5180016,2.0,3.0,1.75873268,96.1798019,-37.9229012,89200.10156,75.0837021,115.2900009
3143,5.0,13.002,13.0,0.032200001,694.35,2998.29,3177.27,559.32,71.30568,0.930000007,42.0,430.49,97.66668701,55.50012207,51.7778015,3.0,3.0,1.47879589,-130.2660065,-45.0588989,78621.20313,22.7098999,580.7150269
3144,4.0,12.501,13.0,0.0014,16.18,3015.35,3169.98,604.03,75.77928477,0.930000007,38.5,14.28,109.666687,55.50012207,58.4392014,4.0,1.0,1.09273696,-194.2169952,-47.2639008,112641.0,-47.8693008,401.0270081
3145,2.0,15.001,15.0,0.033500001,1948.21,2328.73,3508.38,1487.28,56.57296174,1.110000014,38.0,1322.07,78.66668701,55.50012207,43.914299,2.0,3.0,1.6885854,69.8333969,-39.7169991,79950.29688,71.8007965,120.7740021
3146,1.0,10.5,11.0,-0.0253,555.17,464.45,2609.44,86.43,51.3857957,0.620000005,33.0,304.72,155.666687,55.50012207,67.2580032,6.0,1.0,0.97437751,3.99369,-23.7383995,49840.5,180.7870026,-28.8801003
3147,1.0,10.5,11.0,-0.0253,555.17,464.45,2609.44,86.43,51.3857957,0.620000005,33.0,304.72,156.666687,55.50012207,69.0689011,6.0,3.0,0.97437751,0.118274,-27.9692993,66507.20313,146.4909973,164.1430054
3148,2.0,15.005,15.0,-0.0152,36.91,2895.79,3065.95,630.69,74.30006729,1.110000014,41.5,10.28,111.666687,55.50012207,61.8306999,3.0,1.0,1.28679538,-115.2269974,-44.6652985,73823.5,-43.7537003,1424.689941
3149,2.0,15.996,15.0,0.0405,1822.66,2360.34,3516.94,1395.0,58.09044672,1.110000014,39.0099983,1199.07,80.66668701,55.50012207,43.0237007,2.0,3.0,1.61560535,77.3688965,-40.5508995,78826.10156,57.6749992,130.9060059
3150,2.0,15.997,15.0,0.044399999,2622.88,2334.11,3070.52,2038.06,47.01595474,1.110000014,40.2000008,2011.72,67.66668701,55.50012207,42.8988991,2.0,3.0,1.95186484,-39.3661995,-40.8825989,86907.79688,82.2070007,130.5039978
3151,2.0,15.001,15.0,0.036400001,1885.47,2343.34,3531.58,1440.48,57.43256916,1.110000014,38.0,1260.39,79.66668701,55.50012207,43.8305016,2.0,3.0,1.64147961,254.7250061,-40.206501,79920.5,67.6801987,132.3860016
3152,2.0,15.499,16.0,0.020099999,1633.9,2425.15,3420.47,1249.68,60.12071191,1.110000014,41.3400002,1017.98,83.66668701,55.50012207,43.9832001,3.0,3.0,1.58321774,118.3150024,-37.0724983,97894.10156,69.1210022,154.1690063
3153,1.0,10.503,11.0,-0.0166,470.12,347.64,2678.58,26.17,51.05389309,0.620000005,37.6699982,415.54,158.666687,55.50012207,65.7907028,6.0,1.0,0.96558797,-66.3788986,-31.7856998,95510.29688,140.1260071,957.6630249
3154,2.0,15.004,15.0,0.029100001,2073.48,2306.89,3467.22,1584.5,54.79507277,1.110000014,37.0,1446.24,75.66668701,55.50012207,40.7500992,2.0,3.0,1.69669473,51.7167015,-37.4733009,67554.79688,73.9991989,98.4012985
